po_id,supplier_id,supplier_name,supplier_country,material_category,material_criticality,order_date,promised_delivery_date,quantity_ordered,unit_price_usd,order_value_usd,payment_terms,shipping_method,distance_km,supplier_lead_time_avg_days,supplier_otd_rate_historical_pct,supplier_active_pos_count,is_peak_season,actual_delivery_date,delay_days,goods_receipt_status,is_late
PO-2024-000024,SUP-045,Supplier Generic 45,South Korea,MRO,Low,2024-05-27,2024-06-23,855,3.96,3385.8,Net 30,Sea,5783.8,22.5,72.4,7,0,2024-07-07,14,Complete,1
PO-2024-000711,SUP-034,Supplier Generic 34,China,MRO,Medium,2024-01-14,2024-02-01,5614,2.65,14877.1,Net 90,Air,2692.8,17.8,81.6,5,0,2024-02-14,13,Complete,1
PO-2024-000070,SUP-030,Supplier Generic 30,Japan,Raw Material,High,2024-08-26,2024-09-21,1990,,,Net 30,Sea,6224.5,22.3,78.3,5,0,2024-09-21,0,Partial,0
PO-2024-002211,SUP-031,Supplier Generic 31,USA,Packaging,Low,2024-11-13,2024-12-19,324,19.52,6324.48,Net 30,Sea ,16488.8,30.5,89.8,6,1,2024-12-27,8,Complete,1
PO-2024-001120,SUP-007,Global Parts Co.,USA,Component,High,2024-07-23,2024-08-25,567,3.05,1729.35,Net 30,Sea,18782.4,30.2,59.5,10,0,2024-08-22,-3,Complete,0
PO-2024-001128,SUP-043,Supplier Generic 43,Japan,Raw Material,Medium,2024-03-30,2024-04-22,86,8.33,716.38,Net 30,Sea,5537.4,18.0,63.2,7,1,2024-05-01,9,Complete,1
PO-2024-001580,SUP-041,Supplier Generic 41,China,Raw Material,Medium,2024-05-12,2024-05-28,172,18.01,3097.72,Net 90,Air,2823.8,18.1,43.3,7,0,2024-06-01,4,Complete,1
PO-2024-001830,SUP-020,PT Wijaya Sparepart Utama,Germany,Component,Low,2024-06-25,2024-07-21,631,8.45,5331.95,Net 30,Sea,11716.5,23.3,57.9,6,0,2024-07-20,-1,Complete,0
PO-2024-001191,SUP-015,KL Electronic Parts,China,Raw Material,Low,2024-11-06,2024-11-28,2464,4.55,11211.2,Net 60,Sea,3601.2,19.7,79.7,8,1,2024-12-02,4,Complete,1
PO-2024-002161,SUP-034,Supplier Generic 34,China,Raw Material,Low,2024-01-16,2024-01-30,494,24.49,12098.06,Net 60,Air,2791.0,17.8,81.6,8,0,2024-01-30,0,Complete,0
PO-2024-001271,SUP-042,Supplier Generic 42,South Korea,Raw Material,Medium,2024-06-19,2024-07-07,785,,,Net 30,Sea,5031.7,15.4,64.2,3,0,2024-07-04,-3,Complete,0
PO-2024-001174,SUP-023,Supplier Generic 23,India,Raw Material,Medium,2024-02-13,2024-02-28,1091,13.59,14826.69,Net 60,Air,5042.5,17.2,48.9,6,0,2024-02-27,-1,Complete,0
PO-2024-001099,SUP-045,Supplier Generic 45,South Korea,Raw Material,High,2024-05-19,2024-06-15,3294,14.6,48092.4,Net 60,Sea,4684.7,22.5,72.4,4,0,2024-06-15,0,Complete,0
PO-2024-001243,SUP-034,Supplier Generic 34,China,MRO,Low,2024-02-04,2024-02-17,386,13.01,5021.86,Net 30,Air,3290.4,17.8,81.6,3,0,2024-02-17,0,Complete,0
PO-2024-000266,SUP-036,Supplier Generic 36,Indonesia,Raw Material,High,2024-06-09,2024-06-12,619,3.98,2463.62,Net 30,Land,363.5,3.4,40.0,8,0,2024-06-12,0,Complete,0
PO-2024-001907,SUP-006,PT Sumber Teknik Mandiri,India,Packaging,Low,2024-09-02,2024-09-14,2597,,,Net 30,Air,5128.0,18.0,87.2,4,0,2024-09-22,8,Complete,1
PO-2024-001017,SUP-035,Supplier Generic 35,China,Packaging,High,2024-05-18,2024-06-06,126,6.16,776.16,Net 30,Sea,3347.1,14.5,80.7,9,0,2024-06-04,-2,Complete,0
PO-2024-001065,SUP-003,PT Baja Presisi Indonesia,Thailand,Raw Material,Low,2024-05-21,2024-05-30,850,9.98,8483.0,Net 60,Air,2259.0,14.9,78.5,4,0,2024-05-28,-2,Complete,0
PO-2024-000277,SUP-010,Deutsche Praezisionsteile GmbH,China,Packaging,High,2024-08-27,2024-09-17,1460,32.19,46997.4,Net 30,Sea,3004.6,17.0,64.2,10,0,2024-09-14,-3,Complete,0
PO-2024-000810,SUP-003,PT Baja Presisi Indonesia,Thailand,Packaging,Low,2024-01-08,2024-01-28,1994,4.47,8913.18,Net 60,Sea,2678.2,14.9,78.5,5,0,2024-01-26,-2,Complete,0
PO-2024-000340,SUP-050,Supplier Generic 50,Indonesia,Component,Low,2024-05-04,2024-05-10,801,2.4,1922.4,Net 30,Courier,349.5,6.2,78.9,6,0,2024-05-08,-2,Complete,0
PO-2024-002185,SUP-026,Supplier Generic 26,Indonesia,Raw Material,Low,2024-09-01,2024-09-03,799,12.53,10011.47,Net 30,Courier,327.4,2.0,83.4,6,0,2024-09-01,-2,Complete,0
PO-2024-002416,SUP-024,Supplier Generic 24,Thailand,Raw Material,Medium,2024-02-16,2024-03-05,558,7.77,4335.66,Net 30,Sea,1862.1,11.9,99.0,2,0,2024-03-05,0,Complete,0
PO-2024-000186,SUP-003,PT Baja Presisi Indonesia,Thailand,Raw Material,High,2024-11-13,2024-11-26,441,5.02,2213.82,Net 30,Air,2126.8,14.9,78.5,10,1,2024-11-25,-1,Complete,0
PO-2024-000931,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Packaging,Low,2024-02-23,2024-02-29,208,,,Net 60,Land,392.0,6.3,51.1,5,0,2024-02-29,0,Complete,0
PO-2024-000979,SUP-009,Hanoi Component Supply,Indonesia,Component,Medium,2024-05-27,2024-06-02,2708,11.48,31087.84,Net 30,Land,303.7,7.6,90.8,4,0,2024-05-30,-3,Complete,0
PO-2024-001991,SUP-036,Supplier Generic 36,Indonesia,MRO,Low,2024-03-30,2024-04-02,1226,19.8,24274.8,Net 30,Courier,307.2,3.4,40.0,6,1,2024-04-12,10,Complete,1
PO-2024-001121,SUP-048,Supplier Generic 48,Indonesia,Component,High,2024-05-25,2024-05-29,276,10.33,2851.08,Net 90,Land,390.3,5.9,96.4,3,0,2024-05-28,-1,Complete,0
PO-2024-001748,SUP-030,Supplier Generic 30,Japan,Component,Medium,2024-06-23,2024-07-10,730,35.65,26024.5,Net 30,Air ,5673.2,22.3,78.3,4,0,2024-07-10,0,Complete,0
PO-2024-000062,SUP-006,PT Sumber Teknik Mandiri,India,Packaging,Low,2024-01-20,2024-02-04,2694,26.14,70421.16,Net 90,Air,5247.6,18.0,87.2,4,0,2024-02-03,-1,Complete,0
PO-2024-001776,SUP-014,Chennai Steel Works,South Korea,Component,Medium,2024-12-27,2025-01-16,93,4.54,422.22,Net 90,Air,4343.3,22.9,73.9,6,1,2025-01-14,-2,Complete,0
PO-2024-001603,SUP-043,Supplier Generic 43,japan,Component,Low,2024-12-03,2024-12-23,999,18.99,18971.01,Net 90,Sea,4967.3,18.0,63.2,8,1,2024-12-22,-1,Complete,0
PO-2024-002448,SUP-016,PT Cahaya Logistik Industri,Indonesia,Component,Medium,2024-02-06,2024-02-18,560,9.03,5056.8,Net 30,Land,379.6,10.2,67.7,8,0,2024-02-18,0,Complete,0
PO-2024-000142,SUP-003,PT Baja Presisi Indonesia,Thailand,MRO,Low,2024-06-01,2024-06-22,605,18.23,11029.15,Net 90,Sea,2433.5,14.9,78.5,6,0,2024-06-22,0,Complete,0
PO-2024-002391,SUP-044,Supplier Generic 44,China,Raw Material,Medium,2024-04-29,2024-05-26,166,20.0,3320.0,Net 60,Sea,2945.1,18.9,76.0,6,1,2024-05-24,-2,Complete,0
PO-2024-002324,SUP-010,Deutsche Praezisionsteile GmbH,China,Raw Material,Medium,2024-01-24,2024-02-15,705,24.64,17371.2,COD,Sea,3034.6,17.0,64.2,4,0,2024-02-27,12,Partial,1
PO-2024-001568,SUP-040,Supplier Generic 40,Japan,MRO,Low,2024-09-28,2024-10-21,114,17.03,1941.42,Net 60,Sea,6393.4,17.0,67.4,3,0,2024-10-27,6,Complete,1
PO-2024-000647,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Component,Medium,2024-12-02,2024-12-07,516,2.77,1429.32,Net 90,Courier,323.5,6.3,51.1,11,1,2024-12-15,8,Complete,1
PO-2024-001527,SUP-023,Supplier Generic 23,India,Packaging,Medium,2024-01-08,2024-01-29,118,13.2,1557.6,Net 30,Sea,5040.2,17.2,48.9,7,0,2024-02-04,6,Complete,1
PO-2024-000034,SUP-008,Shenzhen Precision Metals,SOUTH KOREA,Raw Material,High,2024-11-17,2024-11-29,588,8.38,4927.44,Net 60,Air,6245.7,14.4,61.0,3,1,2024-12-09,10,Complete,1
PO-2024-000801,SUP-025,Supplier Generic 25,South Korea,Component,Low,2024-04-23,2024-05-17,540,15.01,8105.4,COD,Sea,5822.6,22.0,76.1,7,1,2024-05-17,0,Complete,0
PO-2024-002295,SUP-019,PT Teknindo Sukses Mandiri,South Korea,MRO,Low,2024-07-21,2024-08-15,955,4.33,4135.15,Net 60,Sea,5046.0,24.2,59.8,8,0,2024-08-15,0,Complete,0
PO-2024-000058,SUP-036,Supplier Generic 36,Indonesia,Component,High,2024-05-03,2024-05-05,335,41.67,13959.45,Net 60,Land,357.4,3.4,40.0,11,0,2024-05-13,8,Complete,1
PO-2024-000939,SUP-008,Shenzhen Precision Metals,South Korea,Raw Material,Low,2024-05-04,2024-05-23,469,7.7,3611.3,Net 30,Sea,6142.9,14.4,61.0,6,0,2024-05-21,-2,Pending,0
PO-2024-002044,SUP-022,Supplier Generic 22,China,Component,Low,2024-04-25,2024-05-09,3584,,,Net 30,Air,2826.4,17.1,99.0,2,1,2024-05-08,-1,Complete,0
PO-2024-000359,SUP-024,Supplier Generic 24,Thailand,MRO,Low,2024-10-25,2024-11-14,1673,7.96,13317.08,Net 30,Sea ,2025.1,11.9,99.0,5,0,2024-11-13,-1,Complete,0
PO-2024-002275,SUP-023,Supplier Generic 23,India,MRO,Low,2024-01-14,2024-02-06,798,5.46,4357.08,Net 60,Sea,5767.4,17.2,48.9,7,0,2024-02-08,2,Complete,1
PO-2024-002288,SUP-049,Supplier Generic 49,Japan,MRO,Low,2024-09-25,2024-10-19,493,12.99,6404.07,Net 30,Sea ,6218.3,20.2,40.0,15,0,2024-10-21,2,Complete,1
PO-2024-001569,SUP-035,Supplier Generic 35,China,Raw Material,Medium,2024-02-23,2024-03-06,193,8.79,1696.47,Net 30,Air,3404.7,14.5,80.7,1,0,2024-03-06,0,Complete,0
PO-2024-001923,SUP-008,Shenzhen Precision Metals,South Korea,Packaging,Medium,2024-09-03,2024-09-19,266,1.73,460.18,Net 60,Sea,5070.7,14.4,61.0,2,0,2024-09-22,3,Complete,1
PO-2024-000069,SUP-024,Supplier Generic 24,Thailand,Component,Low,2024-06-17,2024-06-30,237,12.27,2907.99,Net 30,Air,2174.4,11.9,99.0,5,0,2024-06-28,-2,Complete,0
PO-2024-001343,SUP-020,PT Wijaya Sparepart Utama,Germany,Component,High,2024-06-09,2024-07-09,860,8.84,7602.4,Net 30,Sea,10964.5,23.3,57.9,6,0,2024-07-07,-2,Complete,0
PO-2024-000047,SUP-048,Supplier Generic 48,Indonesia,Component,Low,2024-06-29,2024-07-05,2583,6.71,17331.93,Net 60,Courier,327.9,5.9,96.4,4,0,2024-07-02,-3,Complete,0
PO-2024-000924,SUP-014,Chennai Steel Works,South Korea,Raw Material,Medium,2024-03-22,2024-04-24,369,12.18,4494.42,Net 30,Sea,5584.5,22.9,73.9,3,1,2024-04-22,-2,Complete,0
PO-2024-000278,SUP-022,Supplier Generic 22,China,Packaging,Low,2024-10-26,2024-11-19,1191,13.0,15483.0,Net 30,Sea,3189.6,17.1,99.0,7,0,2024-11-19,0,Complete,0
PO-2024-002407,SUP-024,Supplier Generic 24,Thailand,MRO,Low,2024-09-16,2024-10-02,1781,67.68,120538.08,Net 30,Sea,2434.4,11.9,99.0,4,0,2024-10-01,-1,Complete,0
PO-2024-000225,SUP-035,Supplier Generic 35,China,Raw Material,Low,2024-10-12,2024-11-04,277,5.5,1523.5,Net 30,Sea,2645.1,14.5,80.7,4,0,2024-11-04,0,Complete,0
PO-2024-000865,SUP-015,KL Electronic Parts,China,Component,Low,2024-06-08,2024-06-24,204,13.59,2772.36,Net 60,Air,3262.7,19.7,79.7,7,0,2024-07-04,10,Complete,1
PO-2024-000382,SUP-038,Supplier Generic 38,China,Raw Material,Low,2024-03-15,2024-04-11,2585,5.32,13752.2,Net 30,Sea,3087.2,19.9,70.2,6,1,2024-04-09,-2,Complete,0
PO-2024-002135,SUP-010,Deutsche Praezisionsteile GmbH,China,Raw Material,Medium,2024-10-16,2024-11-08,1292,16.97,21925.24,Net 30,Sea,3563.2,17.0,64.2,6,0,2024-11-08,0,Complete,0
PO-2024-001817,SUP-047,Supplier Generic 47,China,Component,Medium,2024-03-04,2024-03-20,148,3.12,461.76,Net 60,Sea,2997.1,11.1,49.4,13,1,2024-04-03,14,Complete,1
PO-2024-000365,SUP-047,Supplier Generic 47,China,MRO,Medium,2024-04-24,2024-05-03,494,8.66,4278.04,Net 90,Air,3274.2,11.1,49.4,5,1,2024-04-30,-3,Complete,0
PO-2024-001452,SUP-043,Supplier Generic 43,Japan,Raw Material,Low,2024-04-28,2024-05-11,1071,8.09,8664.39,Net 30,Air,5390.2,18.0,63.2,2,1,2024-05-10,-1,Pending,0
PO-2024-001865,SUP-020,PT Wijaya Sparepart Utama,Germany,Component,Medium,2024-01-26,2024-02-24,368,46.97,17284.96,Net 60,Sea,9853.6,23.3,57.9,8,0,2024-03-09,14,Complete,1
PO-2024-001391,SUP-039,Supplier Generic 39,Indonesia,Raw Material,Low,2024-01-02,2024-01-04,1426,40.07,57139.82,Net 90,Courier,410.3,2.9,79.9,5,0,2024-01-04,0,Complete,0
PO-2024-000934,SUP-042,Supplier Generic 42,South Korea,Raw Material,Medium,2024-05-06,2024-05-26,1874,22.23,41659.02,Net 30,Sea,4017.1,15.4,64.2,11,0,2024-05-26,0,Complete,0
PO-2024-001025,SUP-022,Supplier Generic 22,china,Raw Material,Low,2024-07-26,2024-08-14,554,9.01,4991.54,Net 30,Sea,2852.8,17.1,99.0,3,0,2024-08-11,-3,Complete,0
PO-2024-000774,SUP-026,Supplier Generic 26,Indonesia,Packaging,High,2024-04-18,2024-04-20,1144,8.25,9438.0,Net 30,Land,378.9,2.0,83.4,4,1,2024-04-30,10,Complete,1
PO-2024-002020,SUP-007,Global Parts Co.,USA,Component,Low,2024-07-09,2024-08-13,150,13.03,1954.5,Net 30,Sea,12486.8,30.2,59.5,13,0,2024-08-12,-1,Complete,0
PO-2024-001860,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,Medium,2024-07-29,2024-08-22,3897,6.48,25252.56,Net 30,Sea,2125.5,19.5,65.3,7,0,2024-08-20,-2,Complete,0
PO-2024-001204,SUP-027,Supplier Generic 27,China,Raw Material,High,2024-02-12,2024-02-29,5684,7.37,41891.08,Net 60,Air,2820.7,20.3,50.7,4,0,2024-03-01,1,Complete,1
PO-2024-001056,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Packaging,High,2024-12-02,2024-12-30,4506,15.9,71645.4,Net 60,Sea,4292.2,24.2,59.8,5,1,2024-12-30,0,Complete,0
PO-2024-000868,SUP-021,Supplier Generic 21,USA,MRO,High,2024-07-09,2024-08-02,1311,11.22,14709.42,Net 60,Air,16860.3,27.5,76.2,4,0,2024-07-31,-2,Complete,0
PO-2024-000029,SUP-040,Supplier Generic 40,Japan,Component,Medium,2024-07-10,2024-07-26,808,20.16,16289.28,Net 30,Air,5876.5,17.0,67.4,7,0,2024-08-08,13,Complete,1
PO-2024-000114,SUP-002,PT Mitra Komponen Nusantara,China,Component,Medium,2024-04-25,2024-05-12,700,38.23,26761.0,Net 30,Air,3282.1,18.5,59.4,4,1,2024-05-25,13,Complete,1
PO-2024-000246,SUP-021,Supplier Generic 21,USA,Raw Material,Medium,2024-12-02,2025-01-03,173,4.15,717.95,Net 60,Sea,17242.5,27.5,76.2,2,1,2025-01-02,-1,Complete,0
PO-2024-001440,SUP-025,Supplier Generic 25,South Korea,Component,Medium,2024-03-21,2024-04-15,856,,,Net 30,Sea,5424.7,22.0,76.1,4,1,2024-04-15,0,Complete,0
PO-2024-001186,SUP-027,Supplier Generic 27,China,Raw Material,Medium,2024-09-26,2024-10-19,2522,53.19,134145.18,Net 30,Sea,2905.2,20.3,50.7,7,0,2024-10-18,-1,Complete,0
PO-2024-000981,SUP-024,Supplier Generic 24,Thailand,Packaging,Medium,2024-12-06,2024-12-19,264,16.28,4297.92,Net 30,Sea,1776.6,11.9,99.0,2,1,2024-12-16,-3,Complete,0
PO-2024-000412,SUP-032,Supplier Generic 32,India,Packaging,High,2024-09-11,2024-10-08,1950,8.52,16614.0,Net 30,Sea,4976.2,19.2,90.1,5,0,2024-10-06,-2,Complete,0
PO-2024-002217,SUP-009,Hanoi Component Supply,Indonesia,Component,Low,2024-11-11,2024-11-20,217,,,Net 30,Land,311.6,7.6,90.8,4,1,2024-11-18,-2,Complete,0
PO-2024-001063,SUP-016,PT Cahaya Logistik Industri,Indonesia,MRO,Low,2024-10-09,2024-10-16,102,,,Net 30,Courier,336.1,10.2,67.7,4,0,2024-10-15,-1,Complete,0
PO-2024-000117,SUP-023,Supplier Generic 23,India,Raw Material,Medium,2024-10-15,2024-11-06,527,10.56,5565.12,Net 30,Sea,5298.5,17.2,48.9,5,0,2024-11-08,2,Partial,1
PO-2024-002244,SUP-024,Supplier Generic 24,Thailand,Component,Medium,2024-12-27,2025-01-13,494,4.55,2247.7,Net 30,Sea,1908.2,11.9,99.0,2,1,2025-01-10,-3,Partial,0
PO-2024-001890,SUP-038,Supplier Generic 38,China,Raw Material,Low,2024-09-09,2024-10-03,123,32.49,3996.27,Net 60,Sea,3625.3,19.9,,5,0,2024-10-03,0,Complete,0
PO-2024-000248,SUP-011,Tokyo Machining Corp,China,Packaging,Low,2024-12-29,2025-01-21,175,23.02,4028.5,Net 30,Sea,3292.8,17.8,67.1,6,1,2025-01-29,8,Complete,1
PO-2024-001514,SUP-050,Supplier Generic 50,Indonesia,Raw Material,Low,2024-01-02,2024-01-09,549,3.67,2014.83,COD,Courier,313.9,6.2,78.9,6,0,2024-01-09,0,Complete,0
PO-2024-000666,SUP-015,KL Electronic Parts,China,MRO,Medium,2024-07-28,2024-08-22,1258,6.98,8780.84,Net 60,Sea,3802.3,19.7,79.7,6,0,2024-08-19,-3,Complete,0
PO-2024-002165,SUP-003,PT Baja Presisi Indonesia,Thailand,Raw Material,Medium,2024-11-22,2024-12-06,637,,,Net 60,air,2003.5,14.9,78.5,6,1,2024-12-19,13,Partial,1
PO-2024-000093,SUP-020,PT Wijaya Sparepart Utama,germany,Raw Material,Medium,2024-02-16,2024-03-10,172,24.48,4210.56,Net 60,Air,11713.7,23.3,,4,0,2024-03-07,-3,Complete,0
PO-2024-001406,SUP-048,Supplier Generic 48,Indonesia,Packaging,Medium,2024-01-20,2024-01-28,351,6.44,2260.44,Net 30,Land,331.0,5.9,96.4,2,0,2024-01-26,-2,Complete,0
PO-2024-001942,SUP-014,Chennai Steel Works,South Korea,Raw Material,Low,2024-03-18,2024-04-08,189,19.71,3725.19,Net 30,Sea,5048.6,22.9,73.9,2,1,2024-04-05,-3,Complete,0
PO-2024-001377,SUP-041,Supplier Generic 41,China,Component,High,2024-09-06,2024-09-22,480,10.34,4963.2,Net 60,Air,3074.3,18.1,43.3,10,0,2024-09-22,0,Complete,0
PO-2024-000255,SUP-015,KL Electronic Parts,China,Packaging,Medium,2024-10-01,2024-10-18,1553,18.98,29475.94,COD,Air,2960.4,19.7,79.7,6,0,2024-10-16,-2,Complete,0
PO-2024-000430,SUP-025,Supplier Generic 25,South Korea,Packaging,Low,2024-08-04,2024-08-29,185,34.66,6412.1,Net 90,Sea,5475.9,22.0,76.1,6,0,2024-08-26,-3,Complete,0
PO-2024-000589,SUP-031,Supplier Generic 31,USA,MRO,Medium,2024-12-20,2025-01-22,779,17.78,13850.62,Net 30,Sea ,15292.1,30.5,89.8,6,1,2025-02-02,11,Complete,1
PO-2024-002499,SUP-029,Supplier Generic 29,Indonesia,MRO,Medium,2024-07-05,2024-07-14,5360,,,Net 60,Land,329.9,8.5,40.0,7,0,2024-07-12,-2,Complete,0
PO-2024-000119,SUP-043,Supplier Generic 43,Japan,MRO,Medium,2024-05-27,2024-06-18,460,3.21,1476.6,Net 60,Sea,6322.0,18.0,63.2,6,0,2024-06-17,-1,Complete,0
PO-2024-001982,SUP-021,Supplier Generic 21,USA,Component,Low,2024-01-10,2024-02-12,340,7.27,2471.8,Net 60,Sea,17509.1,27.5,76.2,8,0,2024-02-10,-2,Complete,0
PO-2024-001414,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,Medium,2024-10-04,2024-11-02,428,15.34,6565.52,Net 30,Sea,2874.9,19.5,65.3,4,0,2024-11-01,-1,Complete,0
PO-2024-000133,SUP-041,Supplier Generic 41,China,MRO,Medium,2024-06-18,2024-07-10,337,27.37,9223.69,Net 60,Sea,3121.4,18.1,43.3,8,0,2024-07-15,5,Complete,1
PO-2024-000264,SUP-029,Supplier Generic 29,Indonesia,Packaging,Low,2024-12-13,2024-12-23,1386,30.49,42259.14,Net 30,Courier,320.6,8.5,40.0,4,1,2024-12-22,-1,Complete,0
PO-2024-002428,SUP-029,Supplier Generic 29,Indonesia,MRO,Low,2024-01-13,2024-01-23,3548,3.71,13163.08,Net 30,Land,372.3,8.5,40.0,7,0,2024-01-22,-1,Complete,0
PO-2024-001314,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Packaging,Low,2024-03-09,2024-03-16,2501,39.57,98964.57,Net 30,Land,292.5,6.3,51.1,7,1,2024-03-16,0,Partial,0
PO-2024-001995,SUP-004,PT Karya Plastik Sejahtera,JAPAN,Raw Material,Low,2024-02-23,2024-03-20,1038,106.15,110183.7,Net 30,Sea,6338.6,18.9,59.3,5,0,2024-03-19,-1,Complete,0
PO-2024-001217,SUP-042,Supplier Generic 42,South Korea,Component,Low,2024-02-20,2024-03-14,1747,14.9,26030.3,COD,Sea,5785.1,15.4,64.2,9,0,2024-03-11,-3,Complete,0
PO-2024-000174,SUP-014,Chennai Steel Works,south korea,Component,High,2024-10-28,2024-11-13,1412,4.55,6424.6,Net 30,Air,4653.7,22.9,73.9,7,0,2024-11-11,-2,Complete,0
PO-2024-000581,SUP-014,Chennai Steel Works,South Korea,MRO,Medium,2024-05-02,2024-05-29,291,23.19,6748.29,Net 90,Sea,6365.6,22.9,,4,0,2024-05-28,-1,Complete,0
PO-2024-001461,SUP-006,PT Sumber Teknik Mandiri,India,Raw Material,High,2024-09-05,2024-09-28,41,12.21,500.61,Net 90,Sea,5113.4,18.0,87.2,6,0,2024-09-25,-3,Complete,0
PO-2024-000652,SUP-023,Supplier Generic 23,India,Raw Material,Medium,2024-01-05,2024-01-19,371,8.36,3101.56,Net 90,Air,4741.5,17.2,48.9,7,0,2024-01-31,12,Complete,1
PO-2024-001676,SUP-010,Deutsche Praezisionsteile GmbH,China,Raw Material,Medium,2024-08-09,2024-08-28,2927,,,Net 30,Sea,2943.5,17.0,64.2,5,0,2024-08-26,-2,Complete,0
PO-2024-002028,SUP-048,Supplier Generic 48,Indonesia,Component,High,2024-04-21,2024-04-27,1924,13.65,26262.6,COD,Land,352.3,5.9,96.4,4,1,2024-04-26,-1,Complete,0
PO-2024-001171,SUP-033,Supplier Generic 33,China,Packaging,Medium,2024-09-11,2024-10-01,85,22.93,1949.05,Net 60,Sea,2794.6,13.3,81.7,2,0,2024-10-01,0,Partial,0
PO-2024-001143,SUP-027,Supplier Generic 27,China,Packaging,Low,2024-10-01,2024-10-19,529,3.47,1835.63,Net 60,Air,3127.5,20.3,50.7,10,0,2024-10-21,2,Complete,1
PO-2024-002109,SUP-031,Supplier Generic 31,USA,MRO,Medium,2024-07-02,2024-08-05,1200,30.04,36048.0,Net 60,Sea,14906.4,30.5,89.8,6,0,2024-08-05,0,Complete,0
PO-2024-000197,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Component,Low,2024-10-29,2024-11-17,1375,11.32,15565.0,Net 30,Air,4975.4,24.2,59.8,5,0,2024-11-23,6,Complete,1
PO-2024-000534,SUP-049,Supplier Generic 49,Japan,Raw Material,Low,2024-05-23,2024-06-17,276,,,Net 60,Sea,5004.2,20.2,40.0,6,0,2024-06-16,-1,Complete,0
PO-2024-001827,SUP-048,Supplier Generic 48,Indonesia,Raw Material,Low,2024-09-02,2024-09-08,155,25.46,3946.3,Net 90,Courier,382.4,5.9,96.4,4,0,2024-09-07,-1,Complete,0
PO-2024-002456,SUP-047,Supplier Generic 47,China,Component,Low,2024-02-26,2024-03-14,3758,6.08,22848.64,Net 30,Sea,3244.7,11.1,49.4,8,0,2024-03-26,12,Complete,1
PO-2024-001369,SUP-007,Global Parts Co.,USA,Raw Material,Medium,2024-12-06,2025-01-10,480,9.96,4780.8,Net 60,Sea,13633.5,30.2,59.5,11,1,2025-01-10,0,Complete,0
PO-2024-001051,SUP-026,Supplier Generic 26,indonesia,Raw Material,High,2024-04-17,2024-04-19,597,5.42,3235.74,Net 60,Courier,264.6,2.0,83.4,7,1,2024-04-21,2,Complete,1
PO-2024-000015,SUP-037,Supplier Generic 37,Indonesia,Raw Material,Low,2024-07-01,2024-07-10,86,12.51,1075.86,Net 90,land,310.9,9.5,88.9,4,0,2024-07-10,0,Complete,0
PO-2024-000968,SUP-040,Supplier Generic 40,Japan,Raw Material,Low,2024-11-14,2024-12-04,2888,13.02,37601.76,Net 90,Sea,5440.1,17.0,67.4,10,1,2024-12-02,-2,Complete,0
PO-2024-000241,SUP-021,Supplier Generic 21,USA,Component,Medium,2024-02-06,2024-03-10,359,17.14,6153.26,COD,Sea,15669.2,27.5,76.2,7,0,2024-03-09,-1,Complete,0
PO-2024-002482,SUP-041,Supplier Generic 41,China,Raw Material,Medium,2024-11-22,2024-12-19,2003,5.65,11316.95,Net 60,sea,2644.9,18.1,43.3,7,1,2024-12-19,0,Complete,0
PO-2024-001255,SUP-042,Supplier Generic 42,South Korea,Raw Material,Medium,2024-09-26,2024-10-13,3228,14.65,47290.2,Net 60,Sea,5609.1,15.4,64.2,4,0,2024-10-10,-3,Complete,0
PO-2024-000876,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Component,High,2024-01-22,2024-02-02,1507,19.06,28723.42,Net 30,Land,358.1,6.3,51.1,10,0,2024-01-31,-2,Complete,0
PO-2024-000274,SUP-040,Supplier Generic 40,Japan,MRO,Low,2024-05-07,2024-05-30,526,9.44,4965.44,Net 60,Sea,4896.1,17.0,67.4,9,0,2024-05-28,-2,Complete,0
PO-2024-001937,SUP-050,Supplier Generic 50,Indonesia,Raw Material,Low,2024-10-02,2024-10-10,149,28.07,4182.43,COD,Courier,341.4,6.2,78.9,4,0,2024-10-10,0,Complete,0
PO-2024-000169,SUP-041,Supplier Generic 41,China,Component,Medium,2024-10-02,2024-10-24,258,,,Net 30,sea,3336.6,18.1,43.3,3,0,2024-10-22,-2,Complete,0
PO-2024-001640,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Packaging,High,2024-01-29,2024-02-27,3554,13.08,46486.32,Net 30,Sea,5504.8,24.2,59.8,9,0,2024-03-09,11,Complete,1
PO-2024-001134,SUP-009,Hanoi Component Supply,Indonesia,Raw Material,Low,2024-03-30,2024-04-08,319,35.71,11391.49,Net 90,Land,366.5,7.6,90.8,3,1,2024-04-05,-3,Complete,0
PO-2024-002299,SUP-025,Supplier Generic 25,South Korea,Packaging,Low,2024-11-27,2024-12-24,687,46.86,32192.82,Net 60,Sea,5005.0,22.0,76.1,5,1,2024-12-31,7,Complete,1
